Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
521,Performing Arts,Lighting Design Basics,0hrs 952min,10 Things You need to Learn to become an Effective Lighting Designer,https://www.youtube.com/watch?v=a-i6qxRjRnE,Module 1: Introduction to Lighting Design,1,12th,English/Hindi
522,Performing Arts,Lighting Design Basics,,How to do blue effect in Dialux evo,https://www.youtube.com/watch?v=b89XWQ0l8Cc,Module 1: Introduction to Lighting Design,1,12th,English/Hindi
523,Performing Arts,Lighting Design Basics,,How create rooms with different heights inside the room,https://www.youtube.com/watch?v=iGm7N1W-LRI,Module 1: Introduction to Lighting Design,1,12th,English/Hindi
524,Performing Arts,Lighting Design Basics,,Landscape Lighting Design Techniques Course,https://www.youtube.com/watch?v=4_Ge5scinRw,Module 1: Introduction to Lighting Design,1,12th,English/Hindi
525,Performing Arts,Lighting Design Basics,,How to create a transparent net in Dialux evo,https://www.youtube.com/watch?v=-cl6eNN18v4,Module 2: Dialux evo Basics,2,12th,English/Hindi
526,Performing Arts,Lighting Design Basics,,How to change false colour values in Dialux evo thru Daylight factor,https://www.youtube.com/watch?v=8ruuIo0eviM,Module 2: Dialux evo Basics,2,12th,English/Hindi
527,Performing Arts,Lighting Design Basics,,How to label your Luminaire in Dialux evo,https://www.youtube.com/watch?v=-PiS7HCGFaY,Module 2: Dialux evo Basics,2,12th,English/Hindi
528,Performing Arts,Lighting Design Basics,,Golf Course Lighting standards for Putting Green,https://www.youtube.com/watch?v=-yZl8WHHKNs,Module 2: Dialux evo Basics,2,12th,English/Hindi
529,Performing Arts,Lighting Design Basics,,How to calculate UGR and check the luminaire Beam Angle,https://www.youtube.com/watch?v=4SVUQQhm3Vc,Module 3: Lighting Design Fundamentals,3,12th,English/Hindi
530,Performing Arts,Lighting Design Basics,,New feature of Dialux evo 8.0 - Single room calculation,https://www.youtube.com/watch?v=NgMvme53nHQ,Module 3: Lighting Design Fundamentals,3,12th,English/Hindi
531,Performing Arts,Lighting Design Basics,,How to use GIF animation in your Light Scenes from Dialux evo,https://www.youtube.com/watch?v=ISgVezhRmBM,Module 3: Lighting Design Fundamentals,3,12th,English/Hindi
532,Performing Arts,Lighting Design Basics,,How to create light scenes in Dialux evo,https://www.youtube.com/watch?v=Sf9jjx1rGfY,Module 3: Lighting Design Fundamentals,3,12th,English/Hindi
533,Performing Arts,Lighting Design Basics,,How to use jpg file as baseplan in Dialux evo,https://www.youtube.com/watch?v=5WlawrjAQac,Module 4: Lighting Design Applications,4,12th,English/Hindi
534,Performing Arts,Lighting Design Basics,,How to use snipping tool instead of printscreen,https://www.youtube.com/watch?v=laJpxRiY7dk,Module 4: Lighting Design Applications,4,12th,English/Hindi
535,Performing Arts,Lighting Design Basics,,How to do barissol or streched ceiling,https://www.youtube.com/watch?v=79eQGpucUH8,Module 4: Lighting Design Applications,4,12th,English/Hindi
536,Performing Arts,Lighting Design Basics,,How to use mix lighting in one room using Dialux evo,https://www.youtube.com/watch?v=4gvqYFW_KJc,Module 4: Lighting Design Applications,4,12th,English/Hindi
537,Performing Arts,Lighting Design Basics,,How to do Airport Apron Lighting Design,https://www.youtube.com/watch?v=1MKo7BPggWQ,Module 5: Advanced Dialux evo Techniques,5,12th,English/Hindi
538,Performing Arts,Lighting Design Basics,,How to create different ground levels for outdoor,https://www.youtube.com/watch?v=X3edIRhf8FI,Module 5: Advanced Dialux evo Techniques,5,12th,English/Hindi
539,Performing Arts,Lighting Design Basics,,How to apply two materials in one wall,https://www.youtube.com/watch?v=t-G3ssdoCwA,Module 5: Advanced Dialux evo Techniques,5,12th,English/Hindi
540,Performing Arts,Lighting Design Basics,,What is IP Rating?,https://www.youtube.com/watch?v=LINuRtDjVG4,Module 5: Advanced Dialux evo Techniques,5,12th,English/Hindi
541,Performing Arts,Lighting Design Basics,,What is UGR?,https://www.youtube.com/watch?v=N_k11ZoANHs,Module 6: Specialized Lighting Design,6,12th,English/Hindi
542,Performing Arts,Lighting Design Basics,,What is Light Nuisance and BUG Rating?,https://www.youtube.com/watch?v=LK7KIBQpLxQ,Module 6: Specialized Lighting Design,6,12th,English/Hindi
543,Performing Arts,Lighting Design Basics,,How to understand the AutoCAD drawing,https://www.youtube.com/watch?v=dcX49eGq1vw,Module 6: Specialized Lighting Design,6,12th,English/Hindi
544,Performing Arts,Lighting Design Basics,,How to do lighting design for video conference room,https://www.youtube.com/watch?v=2Pafs14REUg,Module 6: Specialized Lighting Design,6,12th,English/Hindi
545,Performing Arts,Lighting Design Basics,,How to fix the missing surface from Sketchup,https://www.youtube.com/watch?v=X5GCCfpLfXc,Module 7: Lighting Calculation and Analysis,7,12th,English/Hindi
546,Performing Arts,Lighting Design Basics,,How to create baseboard moulding in Dialux evo,https://www.youtube.com/watch?v=X0eiK7ltS3g,Module 7: Lighting Calculation and Analysis,7,12th,English/Hindi
547,Performing Arts,Lighting Design Basics,,Nelcas Computer Specifications,https://www.youtube.com/watch?v=QEoF4DzqaWU,Module 7: Lighting Calculation and Analysis,7,12th,English/Hindi
548,Performing Arts,Lighting Design Basics,,Supermarket Lighting Design Course,https://www.youtube.com/watch?v=1oqpMJKu5LE,Module 7: Lighting Calculation and Analysis,7,12th,English/Hindi
549,Performing Arts,Lighting Design Basics,,How to get LPD requirements,https://www.youtube.com/watch?v=vQjVhf3vNSk,Module 8: Lighting Standards and Regulations,8,12th,English/Hindi
550,Performing Arts,Lighting Design Basics,,How to create Barrisol or stretched ceiling in Dialux evo,https://www.youtube.com/watch?v=ZthGSDxwliI,Module 8: Lighting Standards and Regulations,8,12th,English/Hindi
551,Performing Arts,Lighting Design Basics,,Barrisol or stretched ceiling for retail shop,https://www.youtube.com/watch?v=xejbQIYlEZc,Module 8: Lighting Standards and Regulations,8,12th,English/Hindi
552,Performing Arts,Lighting Design Basics,,How to show the Light Distribution in 3D views,https://www.youtube.com/watch?v=OXkHIRjS3vQ,Module 9: Lighting Design Resources,9,12th,English/Hindi
553,Performing Arts,Lighting Design Basics,,How to change the CCT in Dialux evo or how to make warm colour of light,https://www.youtube.com/watch?v=IvyHsi7y_t0,Module 9: Lighting Design Resources,9,12th,English/Hindi
554,Performing Arts,Lighting Design Basics,,Landscape Lighting Design Teaser for E-book and Course,https://www.youtube.com/watch?v=OVbgYB4YDi8,Module 9: Lighting Design Resources,9,12th,English/Hindi
555,Performing Arts,Lighting Design Basics,,Indoor Warehouse Lighting Design Part 1,https://www.youtube.com/watch?v=iO0e5NO_4EE,Module 10: Lighting Design Inspiration,10,12th,English/Hindi
556,Performing Arts,Lighting Design Basics,,Indoor Warehouse Lighting Design Part 2,https://www.youtube.com/watch?v=UBDJGQV-BIE,Module 10: Lighting Design Inspiration,10,12th,English/Hindi
557,Performing Arts,Lighting Design Basics,,Exterior Warehouse Lighting Design Part 1,https://www.youtube.com/watch?v=KPBx6Loq1hw,Module 10: Lighting Design Inspiration,10,12th,English/Hindi
558,Performing Arts,Lighting Design Basics,,Exterior Warehouse Lighting Design Part 2,https://www.youtube.com/watch?v=iWlwVHQfITs,Module 10: Lighting Design Inspiration,10,12th,English/Hindi
559,Performing Arts,Lighting Design Basics,,15 SACRIFICES You Need To Make If You Want To Be RICH,https://www.youtube.com/watch?v=PND7QS4dia0,Module 10: Lighting Design Inspiration,10,12th,English/Hindi
560,Performing Arts,Lighting Design Basics,,What you need to know before designing facade lighting,https://www.youtube.com/watch?v=-uze-OLZe9o,Module 10: Lighting Design Inspiration,10,12th,English/Hindi
561,Performing Arts,Lighting Design Basics,,4 ways on how to create facade in Dialux evo,https://www.youtube.com/watch?v=k9Y5kssGw7Y,Module 10: Lighting Design Inspiration,10,12th,English/Hindi
562,Performing Arts,Lighting Design Basics,,How to do Build up for facade in Dialux evo,https://www.youtube.com/watch?v=H7XPtHpVci0,Module 10: Lighting Design Inspiration,10,12th,English/Hindi
563,Performing Arts,Lighting Design Basics,,Daylighting Calculation in Dialux evo,https://www.youtube.com/watch?v=vkaZ0dcZMVI,Module 10: Lighting Design Inspiration,10,12th,English/Hindi
564,Performing Arts,Lighting Design Basics,,Road Lighting with Catenary Mounting,https://www.youtube.com/watch?v=gdqzuldwQ6M,Module 10: Lighting Design Inspiration,10,12th,English/Hindi
565,Performing Arts,Lighting Design Basics,,Road Lighting with Different Pole Spacing,https://www.youtube.com/watch?v=kiKoRagEa5I,Module 10: Lighting Design Inspiration,10,12th,English/Hindi
566,Performing Arts,Lighting Design Basics,,How to create Barrisol with Skylight Effect in Dialux evo,https://www.youtube.com/watch?v=v-ragT7CVqM,Module 10: Lighting Design Inspiration,10,12th,English/Hindi
567,Performing Arts,Lighting Design Basics,,Petrol or Fuel Station Lighting Design 1,https://www.youtube.com/watch?v=XGG-A3Bj-bQ,Module 10: Lighting Design Inspiration,10,12th,English/Hindi
