Unnamed: 0,Sector,CourseName,Duration,TopicName,URL
7570,Chemistry,Lecture Collection | Introduction to Chemical Engineering,120hrs 9min,Introduction to Chemical Engineering | Lecture 1,https://www.youtube.com/watch?v=WgWNQVdhE9A
7571,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,Introduction to Chemical Engineering | Lecture 2,https://www.youtube.com/watch?v=nDCCLomrhb4
7572,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,Introduction to Chemical Engineering | Lecture 3,https://www.youtube.com/watch?v=DZ0WD4t8puE
7573,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,Introduction to Chemical Engineering | Lecture 4,https://www.youtube.com/watch?v=SJg2clKFRZ8
7574,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,Introduction to Chemical Engineering | Lecture 5,https://www.youtube.com/watch?v=38kB2jTOyug
7575,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,Introduction to Chemical Engineering | Lecture 6,https://www.youtube.com/watch?v=-PU5moAO-_M
7576,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,Introduction to Chemical Engineering | Lecture 7,https://www.youtube.com/watch?v=4mWewYiQv1w
7577,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,Introduction to Chemical Engineering | Lecture 8,https://www.youtube.com/watch?v=wSyGs-tiz6Y
7578,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,Introduction to Chemical Engineering | Lecture 9 (Stanford),https://www.youtube.com/watch?v=pNR4i8bHYpo
7579,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,Introduction to Chemical Engineering | Lecture 10,https://www.youtube.com/watch?v=WUEaZ44GLV4
7580,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,Introduction to Chemical Engineering | Lecture 11,https://www.youtube.com/watch?v=0AZBOW9KqNU
7581,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,Introduction to Chemical Engineering | Lecture 12,https://www.youtube.com/watch?v=OpmMQv6clwQ
7582,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,Introduction to Chemical Engineering | Lecture 13,https://www.youtube.com/watch?v=ZMc4BDtHOzI
7583,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,Introduction to Chemical Engineering | Lecture 14,https://www.youtube.com/watch?v=TAm7gMR_C-4
7584,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,Introduction to Chemical Engineering | Lecture 15,https://www.youtube.com/watch?v=jgWsZb60z74
7585,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,Introduction to Chemical Engineering | Lecture 16,https://www.youtube.com/watch?v=cuRhLSs6EPE
7586,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,Introduction to Chemical Engineering | Lecture 17,https://www.youtube.com/watch?v=kTt9G86K4ME
7587,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,Introduction to Chemical Engineering | Lecture 18,https://www.youtube.com/watch?v=co2ahTDWXig
7588,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,Introduction to Chemical Engineering | Lecture 19,https://www.youtube.com/watch?v=E8I4IDb2xwE
7589,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,Introduction to Chemical Engineering | Lecture 20,https://www.youtube.com/watch?v=xmY4cXb9leQ
