Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,Minimum Education,Language
5158,Civil Engineering,Design of Steel Structures | GATE/ESE 2021 | Chetan Sir,201hrs 13min,Introduction | L - 1 | Design of Steel structures | GATE/ESE 2021 | Chetan Sir,https://www.youtube.com/watch?v=i78pvmVd7E8,Module 1: Introduction to Steel Structures,12th,English/Hindi
5159,Civil Engineering,Design of Steel Structures | GATE/ESE 2021 | Chetan Sir,,Connections -1 | L - 2 | Design of Steel structures | GATE/ESE 2021 | Chetan Sir,https://www.youtube.com/watch?v=EoYkUmQ3akc,Module 2: Connections in Steel Structures,12th,English/Hindi
5160,Civil Engineering,Design of Steel Structures | GATE/ESE 2021 | Chetan Sir,,Connections -2 | L - 3 | Design of Steel structures | GATE/ESE 2021 | Chetan Sir,https://www.youtube.com/watch?v=35CqDirkcD0,Module 3: Tension Members in Steel Structures,12th,English/Hindi
5161,Civil Engineering,Design of Steel Structures | GATE/ESE 2021 | Chetan Sir,,Connections -3 | L - 4 | Design of Steel structures | GATE/ESE 2021 | Chetan Sir,https://www.youtube.com/watch?v=4FcTaD--vn8,Module 4: Compression Members in Steel Structures,12th,English/Hindi
5162,Civil Engineering,Design of Steel Structures | GATE/ESE 2021 | Chetan Sir,,Connections - 4 | L - 5 | Design of Steel structures | GATE/ESE 2021 | Chetan Sir,https://www.youtube.com/watch?v=rdujWu4wsz8,Module 5: Column Bases,12th,English/Hindi
5163,Civil Engineering,Design of Steel Structures | GATE/ESE 2021 | Chetan Sir,,Connections - 5 | L - 6 | Design of Steel structures | GATE/ESE 2021 | Chetan Sir,https://www.youtube.com/watch?v=9zXYy2jNTWE,Module 6: Design of Beams,12th,English/Hindi
5164,Civil Engineering,Design of Steel Structures | GATE/ESE 2021 | Chetan Sir,,Connections - 6 | L - 7 | Design of Steel structures | GATE/ESE 2021 | Chetan Sir,https://www.youtube.com/watch?v=NDHyUcQQhJI,Module 7: Plate Girders,12th,English/Hindi
5165,Civil Engineering,Design of Steel Structures | GATE/ESE 2021 | Chetan Sir,,Connections - 7 | L - 8 | Design of Steel structures | GATE/ESE 2021 | Chetan Sir,https://www.youtube.com/watch?v=bi5JDFoHG_8,Module 8: Gantry Girders and Roof Trusses,12th,English/Hindi
5166,Civil Engineering,Design of Steel Structures | GATE/ESE 2021 | Chetan Sir,,Connections - 8 | L - 9 | Design of Steel structures | GATE/ESE 2021 | Chetan Sir,https://www.youtube.com/watch?v=_-qJnzgHbLk,Module 8: Gantry Girders and Roof Trusses,12th,English/Hindi
5167,Civil Engineering,Design of Steel Structures | GATE/ESE 2021 | Chetan Sir,,Connections - 9 | L - 10 | Design of Steel structures | GATE/ESE 2021 | Chetan Sir,https://www.youtube.com/watch?v=nLffX4SBlSY,Module 8: Gantry Girders and Roof Trusses,12th,English/Hindi
5168,Civil Engineering,Design of Steel Structures | GATE/ESE 2021 | Chetan Sir,,Connections - 10 | L - 11 | Design of Steel structures | GATE/ESE 2021 | Chetan Sir,https://www.youtube.com/watch?v=L1Id6T23VHM,Module 8: Gantry Girders and Roof Trusses,12th,English/Hindi
5169,Civil Engineering,Design of Steel Structures | GATE/ESE 2021 | Chetan Sir,,Connections - 11 | L - 12 | Design of Steel structures | GATE/ESE 2021 | Chetan Sir,https://www.youtube.com/watch?v=mcMHOYoa2i0,Module 8: Gantry Girders and Roof Trusses,12th,English/Hindi
5170,Civil Engineering,Design of Steel Structures | GATE/ESE 2021 | Chetan Sir,,Connections - 12 | L - 13 | Design of Steel structures | #GATE #ESE2021 | Chetan Sir,https://www.youtube.com/watch?v=XGruec8M7R8,Module 8: Gantry Girders and Roof Trusses,12th,English/Hindi
5171,Civil Engineering,Design of Steel Structures | GATE/ESE 2021 | Chetan Sir,,Connections - 13 | L - 14 | Design of Steel structures | GATE/ESE 2021 | Chetan Sir,https://www.youtube.com/watch?v=J82xxTZuupw,Module 8: Gantry Girders and Roof Trusses,12th,English/Hindi
5172,Civil Engineering,Design of Steel Structures | GATE/ESE 2021 | Chetan Sir,,Connections - 14 | L - 15 | Design of Steel structures | #GATE2022 #ESE 2021 | Chetan Sir,https://www.youtube.com/watch?v=C1tWPxp-PfI,Module 8: Gantry Girders and Roof Trusses,12th,English/Hindi
5173,Civil Engineering,Design of Steel Structures | GATE/ESE 2021 | Chetan Sir,,Connections - 15 | L - 16 | Design of Steel structures | GATE/ESE 2021 | Chetan Sir,https://www.youtube.com/watch?v=BZcSRap5Owg,Module 8: Gantry Girders and Roof Trusses,12th,English/Hindi
5174,Civil Engineering,Design of Steel Structures | GATE/ESE 2021 | Chetan Sir,,Connections - 16 | L - 17 | Design of Steel structures | GATE/ESE 2021 | Chetan Sir,https://www.youtube.com/watch?v=AHWjx5ieFAA,Module 8: Gantry Girders and Roof Trusses,12th,English/Hindi
5175,Civil Engineering,Design of Steel Structures | GATE/ESE 2021 | Chetan Sir,,Connections - 17 | L - 18 | Design of Steel structures | GATE/ESE 2021 | Chetan Sir,https://www.youtube.com/watch?v=7PSdsSWYEjo,Module 8: Gantry Girders and Roof Trusses,12th,English/Hindi
5176,Civil Engineering,Design of Steel Structures | GATE/ESE 2021 | Chetan Sir,,Connections - 18 | L - 19 | Design of Steel structures | GATE/ESE 2021 | Chetan Sir,https://www.youtube.com/watch?v=lKkDsIxqrt4,Module 8: Gantry Girders and Roof Trusses,12th,English/Hindi
5177,Civil Engineering,Design of Steel Structures | GATE/ESE 2021 | Chetan Sir,,Connections - 19 | L - 20 | Design of Steel structures | GATE/ESE 2021 | Chetan Sir,https://www.youtube.com/watch?v=d8Sy4AvqWKw,Module 8: Gantry Girders and Roof Trusses,12th,English/Hindi
5178,Civil Engineering,Design of Steel Structures | GATE/ESE 2021 | Chetan Sir,,Connections - 20 | L - 21 | Design of Steel structures | GATE/ESE 2021 | Chetan Sir,https://www.youtube.com/watch?v=FNkqD2IcJ44,Module 8: Gantry Girders and Roof Trusses,12th,English/Hindi
5179,Civil Engineering,Design of Steel Structures | GATE/ESE 2021 | Chetan Sir,,Connections - 23 | L - 24 | Design of Steel structures | GATE/ESE 2021 | Chetan Sir,https://www.youtube.com/watch?v=OIb5zjk0xXo,Module 8: Gantry Girders and Roof Trusses,12th,English/Hindi
5180,Civil Engineering,Design of Steel Structures | GATE/ESE 2021 | Chetan Sir,,Connections - 22 | L - 23 | Design of Steel structures | GATE/ESE 2021 | Chetan Sir,https://www.youtube.com/watch?v=wl_M3Jf1lb4,Module 8: Gantry Girders and Roof Trusses,12th,English/Hindi
