Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
1631,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",36hrs 19min,L 01 Introduction to Subject Syllabus | Electric Hybrid and Fuel Cell Vehicle | Automobile,https://www.youtube.com/watch?v=DM-TBene76Q,Module 1: Introduction and History,1,12th,English/Hindi
1632,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,L 02 History of EV and Environmental Effect | Electric Hybrid and Fuel Cell Vehicle | Automobile,https://www.youtube.com/watch?v=V76lKFm_gYI,Module 1: Introduction and History,1,12th,English/Hindi
1633,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,L 03 Different Drivetrain Configurations of HEV | Electric Hybrid and Fuel Cell Vehicle | Automobile,https://www.youtube.com/watch?v=XIsMm43ITgU,Module 1: Introduction and History,1,12th,English/Hindi
1634,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,L 04 Different Drivetrain Topologies of HEV | Electric Hybrid and Fuel Cell Vehicle | Automobile,https://www.youtube.com/watch?v=IS-ZXNpkqXI,Module 2: HEV Drivetrain Configurations,2,12th,English/Hindi
1635,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,L 05 Power Flow Control in HEV | Electric Hybrid and Fuel Cell Vehicle | Automobile,https://www.youtube.com/watch?v=cE0T-XPEcyI,Module 2: HEV Drivetrain Configurations,2,12th,English/Hindi
1636,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,L 06 Different Drivetrain Topologies of EV | Electric Hybrid and Fuel Cell Vehicle | Automobile,https://www.youtube.com/watch?v=dx5iOfkvZcA,Module 2: HEV Drivetrain Configurations,2,12th,English/Hindi
1637,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,L 07 Fuel Efficiency and Fuel Cell Drivetrain | Electric Hybrid and Fuel Cell Vehicle | Automobile,https://www.youtube.com/watch?v=4ceMVqbiKqA,Module 3: HEV & EV Drivetrain Topologies,3,12th,English/Hindi
1638,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,L 08 Requirements for Energy Storage for EV | Electric Hybrid and Fuel Cell Vehicle | Automobile,https://www.youtube.com/watch?v=RCbZjPHC1gg,Module 3: HEV & EV Drivetrain Topologies,3,12th,English/Hindi
1639,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,L 09 Types of Batteries and Lead-Acid Battery | Electric Hybrid and Fuel Cell Vehicle | Automobile,https://www.youtube.com/watch?v=k9kdw77vbek,Module 3: HEV & EV Drivetrain Topologies,3,12th,English/Hindi
1640,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,L 10 Nickel-Cadmium and Nickel-Zinc Batteries | Electric Hybrid and Fuel Cell Vehicle | Automobile,https://www.youtube.com/watch?v=VMSP0ic1iSQ,Module 4: Fuel Cells and Storage,4,12th,English/Hindi
1641,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,"L 11 Zn-Air, Al-Air and Sodium Batteries | Electric Hybrid and Fuel Cell Vehicle | Automobile",https://www.youtube.com/watch?v=Nwt-_GYtCOg,Module 4: Fuel Cells and Storage,4,12th,English/Hindi
1642,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,L 12 Li-ion Battery and Evaluation of Batteries | Electric Hybrid and Fuel Cell Vehicle | Automobile,https://www.youtube.com/watch?v=HcWyi5-dX_k,Module 4: Fuel Cells and Storage,4,12th,English/Hindi
1643,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,L 13 Ultracapcitor and High speed Flywheel | Electric Hybrid and Fuel Cell Vehicle | Automobile,https://www.youtube.com/watch?v=RMOS4oO-bh8,Module 5: Battery Types and Characteristics,5,12th,English/Hindi
1644,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,L 14 Fuel Cell and Fuel Cell Characteristics | Electric Hybrid and Fuel Cell Vehicle | Automobile,https://www.youtube.com/watch?v=hSaOaq0NfKU,Module 5: Battery Types and Characteristics,5,12th,English/Hindi
1645,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,L 15 Different Types of Fuel Cell | Electric Hybrid and Fuel Cell Vehicle | Automobile,https://www.youtube.com/watch?v=rEtMSP2dTqE,Module 5: Battery Types and Characteristics,5,12th,English/Hindi
1646,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,"L 16 Fuel Cell Model, Hydrogen Storage System | Electric Hybrid and Fuel Cell Vehicle | Automobile",https://www.youtube.com/watch?v=jA5G-5SWC7E,Module 5: Battery Types and Characteristics,5,12th,English/Hindi
1647,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,L 17 EMS and Battery Discharge Characteristics | Electric Hybrid and Fuel Cell Vehicle | Automobile,https://www.youtube.com/watch?v=v3UHkQz4B7I,Module 6: Fuel Cell Types and Characteristics,6,12th,English/Hindi
1648,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,"L 18 Battery Charging Characteristics, Chargers | Electric Hybrid and Fuel Cell Vehicle | Automobile",https://www.youtube.com/watch?v=N__Y2tP1m08,Module 6: Fuel Cell Types and Characteristics,6,12th,English/Hindi
