Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
2333,Law,Company Law,35hrs 2min,"""Introduction & Features of Joint Stock Company"" - BOM & Company Law Subject",https://www.youtube.com/watch?v=wAMm5BuSgh8,Module 1: Introduction to Joint Stock Companies,1,12th,English/Hindi
2334,Law,Company Law,,"Advantages & Disadvantages of  ""Joint Stock Company""",https://www.youtube.com/watch?v=B7AlQTOaCUc,Module 1: Introduction to Joint Stock Companies,1,12th,English/Hindi
2335,Law,Company Law,,"Differences Between ""Private  & Public Company"" In Company Law/ BOM Subject",https://www.youtube.com/watch?v=W5zYr8AacZE,Module 2: Advantages and Disadvantages of Joint Stock Companies,2,12th,English/Hindi
2336,Law,Company Law,,"5. Company Law/ BOM - ""Promotion of a Company - Stages for Formation of Company""",https://www.youtube.com/watch?v=-w_c3au7YjM,Module 2: Advantages and Disadvantages of Joint Stock Companies,2,12th,English/Hindi
2337,Law,Company Law,,6. Incorporation/ Registration of a Company - From Company Law/ BOM (Business Organization & Mgmt),https://www.youtube.com/watch?v=p87kWjTgz_c,Module 3: Private vs. Public Companies,3,12th,English/Hindi
2338,Law,Company Law,,"7. ""Memorandum of Association - Important Document In formation of a Company"" - Company Law/ BOM",https://www.youtube.com/watch?v=MmNu1D7Acsk,Module 3: Private vs. Public Companies,3,12th,English/Hindi
2339,Law,Company Law,,"8. Company Law/ BOM - ""Articles of Association"" - An Important Document For Registration of Company",https://www.youtube.com/watch?v=aebYX3aZ3Qo,Module 4: Promotion and Formation of a Company,4,12th,English/Hindi
2340,Law,Company Law,,"9. Company Law/ BOM - ""Prospectus "" - An Important Document For Registration of Company",https://www.youtube.com/watch?v=CtXL58ccz-k,Module 4: Promotion and Formation of a Company,4,12th,English/Hindi
2341,Law,Company Law,,"10. ""Statement In Lieu Of Prospectus"" - Company Law",https://www.youtube.com/watch?v=xlJmABHxnLM,Module 5: Incorporation and Registration of a Company,5,12th,English/Hindi
2342,Law,Company Law,,"11. ""Position of Director"" - Company Law Subject",https://www.youtube.com/watch?v=NrNyJh8KGfY,Module 5: Incorporation and Registration of a Company,5,12th,English/Hindi
2343,Law,Company Law,,"12. ""Appointment of Director"" - Company Law",https://www.youtube.com/watch?v=Jx77uhMlhEw,Module 6: Memorandum of Association,6,12th,English/Hindi
2344,Law,Company Law,,"13. ""Removal Of Director"" - Company Law Subject",https://www.youtube.com/watch?v=2bC6GBxTwhQ,Module 6: Memorandum of Association,6,12th,English/Hindi
2345,Law,Company Law,,"14. ""Rights Of Director"" - Company Law Subject",https://www.youtube.com/watch?v=fE0T0bPY71E,Module 7: Articles of Association,7,12th,English/Hindi
2346,Law,Company Law,,"15. ""Duties of Director"" - Company Law Subject",https://www.youtube.com/watch?v=kHR8CrS0VE4,Module 7: Articles of Association,7,12th,English/Hindi
2347,Law,Company Law,,"16. ""Liabilities Of Director"" - Company Law",https://www.youtube.com/watch?v=RRV9Wuz-W9M,Module 8: Prospectus & Statement in Lieu,8,12th,English/Hindi
2348,Law,Company Law,,"17. Company Meetings  ""Requisites of Company Meetings"" From Company Law Subject",https://www.youtube.com/watch?v=GPFKEPcJhZQ,Module 8: Prospectus & Statement in Lieu,8,12th,English/Hindi
2349,Law,Company Law,,"18. ""Resolution & Essentials of Resolutions"" - From Company Law Subject",https://www.youtube.com/watch?v=lZXEtNThf8U,Module 9: Position and Appointment of a Director,9,12th,English/Hindi
2350,Law,Company Law,,19. Minutes of Meeting - Guidelines for Minutes of Meeting from Company Law Subject,https://www.youtube.com/watch?v=Sg6tX2yL5dI,Module 9: Position and Appointment of a Director,9,12th,English/Hindi
2351,Law,Company Law,,"20. ""Types of Company Meetings"" - Company Law Subject",https://www.youtube.com/watch?v=FrXwr4ALjjY,"Module 10: Removal, Rights, and Duties of a Director",10,12th,English/Hindi
2352,Law,Company Law,,"21. ""Complete Concept Of Corporate Social Responsibility"" - Company Law",https://www.youtube.com/watch?v=T4pJdwTle1o,"Module 10: Removal, Rights, and Duties of a Director",10,12th,English/Hindi
2353,Law,Company Law,,"22. ""Complete Concept of Corporate Governance"" - Company Law Subject",https://www.youtube.com/watch?v=GiYBSHgPEgE,Module 11: Liabilities of a Director,11,12th,English/Hindi
2354,Law,Company Law,,23. Winding Up Company - Modes of Winding Up of a Company From Company Law Subject,https://www.youtube.com/watch?v=lLWyNtfaG30,Module 11: Liabilities of a Director,11,12th,English/Hindi
2355,Law,Company Law,,"""Who can apply for voluntary winding up? "" - Company Law",https://www.youtube.com/watch?v=_zDp-rNHaDk,Module 12: Company Meetings and Resolutions,12,12th,English/Hindi
2356,Law,Company Law,,"25. ""Introduction & Types of Company Secretaries"" - Company Law Subject",https://www.youtube.com/watch?v=QDhGxrHjzuA,Module 12: Company Meetings and Resolutions,12,12th,English/Hindi
2357,Law,Company Law,,"26. ""Appointment of Company Secretary"" - Company Law Subject",https://www.youtube.com/watch?v=TSBDO-qDSwk,"Module 13: Minutes, Types, and Corporate Social Responsibility",13,12th,English/Hindi
2358,Law,Company Law,,"27. ""Duties of Company Secretary"" - Company Law Subject",https://www.youtube.com/watch?v=whMOsYSrsS4,"Module 13: Minutes, Types, and Corporate Social Responsibility",13,12th,English/Hindi
2359,Law,Company Law,,28. Qualities of Company Secretary - Company Law Subject,https://www.youtube.com/watch?v=qBo1LF9LMVE,Module 14: Corporate Governance and Winding Up,14,12th,English/Hindi
2360,Law,Company Law,,How to identify Important Questions From Any Subject?,https://www.youtube.com/watch?v=x4FWaD8zQHA,Module 14: Corporate Governance and Winding Up,14,12th,English/Hindi
