Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
6454,Environmental Engineering,Sustainable Architecture,13hrs 22min,Sustainable Architecture,https://www.youtube.com/watch?v=oRt0zRuFKC4,Module 1: Introduction to Sustainability,1,12th,English/Hindi
6455,Environmental Engineering,Sustainable Architecture,,Lecture 01 Introduction to Sustainability,https://www.youtube.com/watch?v=PliP5SyUhT8,Module 1: Introduction to Sustainability,1,12th,English/Hindi
6456,Environmental Engineering,Sustainable Architecture,,"Lecture 02 Buildings, Needs and 'Sustainability'",https://www.youtube.com/watch?v=jmPB5_Bxb28,Module 1: Introduction to Sustainability,1,12th,English/Hindi
6457,Environmental Engineering,Sustainable Architecture,,Lecture 03 Sustainability and Sustainable Development,https://www.youtube.com/watch?v=CLC8VcgX5YI,Module 1: Introduction to Sustainability,1,12th,English/Hindi
6458,Environmental Engineering,Sustainable Architecture,,Lecture 04 Historic Origins of Sustainability,https://www.youtube.com/watch?v=WHLZkKnTJFs,Module 2: Historic and Environmental Impacts of Development,2,12th,English/Hindi
6459,Environmental Engineering,Sustainable Architecture,,Lecture 05 Pioneers of Sustainable Development,https://www.youtube.com/watch?v=YMZblnnFMjQ,Module 2: Historic and Environmental Impacts of Development,2,12th,English/Hindi
6460,Environmental Engineering,Sustainable Architecture,,Lecture 06 Environmental Impacts of Development: Impacts on Water,https://www.youtube.com/watch?v=KPFBK9V44K4,Module 2: Historic and Environmental Impacts of Development,2,12th,English/Hindi
6461,Environmental Engineering,Sustainable Architecture,,Lecture 07 Environmental Impacts of Development: Impacts on Land and Air,https://www.youtube.com/watch?v=kKrbM0Y6fjo,Module 2: Historic and Environmental Impacts of Development,2,12th,English/Hindi
6462,Environmental Engineering,Sustainable Architecture,,Lecture 08 Social and Economic Impacts of Development,https://www.youtube.com/watch?v=R80YyF_HWrc,Module 3: Sustainability in Building Sector,3,12th,English/Hindi
6463,Environmental Engineering,Sustainable Architecture,,Lecture 09 Agenda 21 and UN Goals,https://www.youtube.com/watch?v=B1weTHmwcXw,Module 3: Sustainability in Building Sector,3,12th,English/Hindi
6464,Environmental Engineering,Sustainable Architecture,,Lecture 10 Established needs for Sustainability in Building Sector,https://www.youtube.com/watch?v=cTugLiv-30Q,Module 3: Sustainability in Building Sector,3,12th,English/Hindi
6465,Environmental Engineering,Sustainable Architecture,,Lecture 11 Definition and Characteristics of Sustainability,https://www.youtube.com/watch?v=uiPRbeKYVM4,Module 4: Flavours and Indicators of Sustainable Architecture,4,12th,English/Hindi
6466,Environmental Engineering,Sustainable Architecture,,Lecture 12 Flavours of Sustainable Architecture,https://www.youtube.com/watch?v=75b-r9pEu-E,Module 4: Flavours and Indicators of Sustainable Architecture,4,12th,English/Hindi
6467,Environmental Engineering,Sustainable Architecture,,Lecture 13 Indicators and Terminologies in Sustainable Architecture,https://www.youtube.com/watch?v=OUu9jgrWVjQ,Module 4: Flavours and Indicators of Sustainable Architecture,4,12th,English/Hindi
